,Name,Compl_Name,place_id,types,International Phone Number,Website,rating,user_ratings_total,vicinity,location.lat,location.lng,Google maps URL
82,Farmácia Estados Unidos, Unipessoal Lda,ChIJa4JO5bEzGQ0RChPzuLzrMuM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 847 0728,,3.6,5.0,"Av. Estados Unidos da América 16, Lisboa",38.7495891,-9.1337797,https://maps.google.com/?cid=16371406791234491146
83,Farmácia Avenida do Brasil,,ChIJQ_gMNrMzGQ0RxQ6oRBxXPAE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 155 5530,http://www.facebook.com/farmaciaavenidadobrasil,4.0,4.0,"Av. do Brasil 141, Lisboa",38.7591985,-9.1386478,https://maps.google.com/?cid=89041871563132613
84,Bairro da Saúde , farmácia Zil,ChIJpbEOV6szGQ0RZyVE3V8LPQ8,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 849 1780,http://www.bairrodasaude.pt/,4.5,15.0,"Av. da Igreja 9D, Lisboa",38.7541587,-9.1402423,https://maps.google.com/?cid=1098046390510298471
85,Farmácia Fátima,,ChIJHUu_CwkzGQ0RiLL4NIp8V24,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 816 2645,,4.1,21.0,"Avenida 5 de Outubro 147A, Lisboa",38.74012370000001,-9.1487278,https://maps.google.com/?cid=1416931086977066171
86,Farmácia das Avenidas,,ChIJ5WROeQozGQ0Rq7AYCXg2820,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 353 3688,http://www.gruporeisbarata.com/,4.0,21.0,"Av. República 27-A, Lisboa",38.736619,-9.1459043,https://maps.google.com/?cid=7922736058651422891
87,Farmácia Rio de Janeiro (Farmácias Progresso),,ChIJ2Xvd1K0zGQ0RWV-DufuchqM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 840 0198,http://www.grupoprogressosaude.net/,5.0,5.0,"Av. Rio de Janeiro 4, Lisboa",38.75006680000001,-9.137229,https://maps.google.com/?cid=11783278080024600409
88,Farmácia Nova Iorque,,ChIJ4dGJNgczGQ0RPufgT2qucSE,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 796 0658,http://www.farmacianovaiorque.com/,4.4,32.0,"Av. Estados Unidos da América 140B, Lisboa",38.7486753,-9.147299,https://maps.google.com/?cid=2409899047249831742
89,Farmácia Líbia,,ChIJ21chrKwzGQ0Rt49XuXqLM1s,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 841 0976,http://farmacialibia.pt/pt,4.0,11.0,"Av. da Igreja 4B, Lisboa",38.7546653,-9.1396778,https://maps.google.com/?cid=6571749640475479991
90,Farmácia Pimpão,,ChIJ78tfPv4yGQ0R6iPkcZPfZws,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 796 5262,https://www.facebook.com/FarmaciaPimpao/,4.8,8.0,"R. Afonso Lopes Vieira 57B, Lisboa",38.755219,-9.14967,https://maps.google.com/?cid=821871281382368234
91,Farmácia Santos Silva,,ChIJVVVVVckzGQ0RC7qPEHP2xoY,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 859 1265,https://www.farmaciasdeservico.info/lisboa/lisboa/farmacia-santos-silva_11754/,4.5,4.0,"Praça Raúl Lino Lote 226 Loja 22, Lisboa",38.7595688,-9.1245391,https://maps.google.com/?cid=9711720620530579979
92,Farmácia Sanex,,ChIJn-3H36ozGQ0RflQYmuehuYA,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 849 7505,https://www.farmaciamymed24.pt/,4.1,15.0,"Av. da Igreja 31, Lisboa",38.7531509,-9.1431953,https://maps.google.com/?cid=9275622923641050238
93,Farmácia Miranda,,ChIJ0W5M6KczGQ0RijdhYqafonQ,"['pharmacy', 'drugstore', 'veterinary_care', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 238 3926,,4.8,22.0,"Largo do, Campo Pequeno 36 B C, Lisboa",38.7432587,-9.1441926,https://maps.google.com/?cid=10165189202352033266
94,Farmácia Avenida Almirante Gago Coutinho,,ChIJ-0Umig0zGQ0RRndcCWVQDwM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 155 5541,https://www.facebook.com/farmaciaavenidaalmirantegagocoutinho,4.4,25.0,"Av. Alm. Gago Coutinho 68A, Lisboa",38.7498935,-9.130551,https://maps.google.com/?cid=220483301643417414
95,Farmácia Cruz Nunes,,ChIJt10gIqAzGQ0RLzqztTT82B0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 314 1845,http://www.farmaciasaldanha.com/,4.5,26.0,"Praça Duque de Saldanha 14, Lisboa",38.7340642,-9.1441609,https://maps.google.com/?cid=2150746125386332719
96,Iberia pharmacy,,ChIJ5f___69ux7ARDa-rzV9G3do,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 913 805 592,https://farmaciaiberia.pt/,4.4,49.0,"R. Cristóvão Falcão 7 B, Lisboa",38.7376719,-9.1277559,https://maps.google.com/?cid=15770838847407763213
97,Pharmacy Prates e Mota,,ChIJMYud3g8zGQ0RCNr_fI6G5RU,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 795 1145,http://www.farmaciapratesemota.pt/,4.6,16.0,"R. da Beneficência nº 91, Lisboa",38.7416622,-9.1563404,https://maps.google.com/?cid=1577815191003847176
98,Farmácia Almeida Vaz,,ChIJ-yKNQzUyGQ0ROTtl8XMIDCU,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 859 5673,https://www.farmaciasdeservico.net/f/23027/Farmacia_Almeida_Vaz/,4.9,7.0,"R. Luís Cristino da Silva 92, Lisboa",38.7575795,-9.1220879,https://maps.google.com/?cid=2669517973188066105
99,Farmácia Imperial,,ChIJac-znaQzGQ0RsP51W84Iqj0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 848 6860,http://www.farmaciasprogresso.pt/,4.1,15.0,"Av. Guerra Junqueiro 30B, Lisboa",38.7398431,-9.1362912,https://maps.google.com/?cid=4443373664745160368
100,Farmácia Belo,,ChIJ6YQNI6kzGQ0RqD7DmlcYBMQ,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 797 6314,http://www.farmaciasavenidaderoma.pt/,4.3,20.0,"Av. de Roma 53D, Lisboa",38.7474886,-9.1412175,https://maps.google.com/?cid=14124441095878426280
101,Lusa,,ChIJr_ANNr0zGQ0RLx5ZzsgclIM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 386 9201,,4.3,8.0,"Av. Alm. Reis 199, Lisboa",38.7359006,-9.1342288,https://maps.google.com/?cid=11113983659903241060
102,Farmácia Marbel,,ChIJa1sMiv8yGQ0Rt3gD994ILeY,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 799 3770,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=10430,4.2,56.0,"Av. de Roma 104A, Lisboa",38.7559758,-9.1452874,https://maps.google.com/?cid=16585922756395366583
103,Farmácia Paris,,ChIJI_z2qFMyGQ0RQLTOlIPqe8M,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 849 0131,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=11720,4.8,5.0,"R. Reinaldo Ferreira 5A B, Lisboa",38.7577743,-9.1379114,https://maps.google.com/?cid=14086110110389548096
104,Farmacia Imperio Lda,,ChIJT7wf2wozGQ0RemXY82QiWWQ,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 354 8002,,5.0,12.0,"R. António Enes 10, Lisboa",38.734315,-9.1477794,https://maps.google.com/?cid=7230848493703161210
105,Farmácia Central do Areeiro,,ChIJC7JlOLszGQ0RZk7ZfVo3kvo,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 848 0820,https://www.facebook.com/FarmaciaCentralDoAreeiro/,4.0,6.0,"Av. de Paris 2, Lisboa",38.7411521,-9.1337159,https://maps.google.com/?cid=18055554717879717478
106,Farmácia São João Deus,,ChIJQx6Y668zGQ0R8fo20zqMMpU,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 848 5140,https://www.farmaciasdeservico.net/f/16055/Farmacia_Sao_Joao_de_Deus/,4.5,6.0,"R. Pedro Ivo 1 A, Lisboa",38.7458718,-9.1376742,https://maps.google.com/?cid=10750809444766382833
107,Farmácia Algarve,,ChIJ37Q0F6czGQ0Rf9oUU8LVzcE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 840 1478,,4.0,79.0,"Av. de Roma 7B, Lisboa",38.742209,-9.138361,https://maps.google.com/?cid=13965053050140023423
108,Farmácia Roma,,ChIJORZxVaozGQ0RUedHvWB6KGY,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 797 2466,https://www.farmaciasdeservico.info/lisboa/lisboa/farmacia-roma_6629/,4.2,13.0,"Av. de Roma 85B, Lisboa",38.7511857,-9.1432395,https://maps.google.com/?cid=7361268146848130897
109,Drogaria Palnobrega, Lda.,ChIJ42WJsrozGQ0RIk9dnIi2SQI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 848 2860,,5.0,5.0,"Av. Padre Manuel da Nóbrega 13, Lisboa",38.7440161,-9.1343251,https://maps.google.com/?cid=164863559230902050
110,Alentejo,,ChIJN7iKI6szGQ0RINXeQ-oVd5o,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",,,4.6,11.0,"Av. da Igreja 28, Lisboa",38.753717,-9.1425569,
111,Farmácia Brisália,,ChIJ1_9_elQyGQ0RsmirCzmkWKI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 848 2368,,4.4,7.0,"Av. Rio de Janeiro 66, Lisboa",38.7579249,-9.1405372,https://maps.google.com/?cid=11698280597010737330
112,Farmácia Avis,,ChIJCZ2oQakzGQ0R7B7-7tm3F4g,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 849 5370,https://pt-pt.facebook.com/farmaciaavis/,4.5,17.0,"Av. de Roma 56, Lisboa",38.7484852,-9.1412068,https://maps.google.com/?cid=9806508860267962092
113,Farmácia Paes,,ChIJobFpb7wzGQ0RmCMsByEJN2w,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 848 3965,,4.6,14.0,"R. Abade Faria 22A, Lisboa",38.7390878,-9.1309038,https://maps.google.com/?cid=7797711317274207128
114,Farmácia Palma,,ChIJWZf8wKEzGQ0RFexlah3FgTU,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 354 7088,,4.0,36.0,"R. De Dona Estefânia 197B C, Lisboa",38.7350731,-9.14173,https://maps.google.com/?cid=3855579486135643157
115,Farmácia Vera Cruz,,ChIJCRaa9K8zGQ0RUMDym0a4wu4,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 844 6982,,4.8,6.0,"Praça Afrânio Peixoto 2B, Lisboa",38.74498,-9.1358112,https://maps.google.com/?cid=17204516139912314960
116,Farmácia Valle,,ChIJ4y2r3AszGQ0R1VE48ODgIJk,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 781 9743,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=10189,3.7,9.0,"Avenida Viscde Valmor Nr. 60-b Lisboa, Lisboa",38.7378354,-9.1494704,https://maps.google.com/?cid=11034066343765234133
117,Pharmacy Santa Maria Lisboa,,ChIJy4qBiQYzGQ0R10g98x3ulVE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 796 3016,http://www.facebook.com/farmaciasantamarialisboa,4.1,21.0,"Avenida 5 de Outubro 275B, Lisboa",38.7460933,-9.150167,https://maps.google.com/?cid=5878866701004392663
118,Farmácia Cardote,,ChIJjYtlGQozGQ0R15_LKwNE69o,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 797 2291,,4.6,8.0,"Av. Visc. de Valmor 28A, Lisboa",38.738312,-9.146695,https://maps.google.com/?cid=15774776900205649879
119,Farmácia São Miguel,,ChIJF15QRKgzGQ0RmvKKVqag4VE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 797 1469,https://www.farmaciasdeservico.info/lisboa/lisboa/farmacia-sao-miguel_13820/,4.7,9.0,"Praça Francisco de Morais 1, Lisboa",38.7458827,-9.1437387,https://maps.google.com/?cid=5900173623109022362
120,Farmácia Marluz,,ChIJMxhZf8AzGQ0ROrMobf_Z_g0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 843 7550,https://www.facebook.com/farmaciamarluz/,4.5,13.0,"Calçada da Picheleira 140A, Lisboa",38.7377012,-9.1234662,https://maps.google.com/?cid=1008483057648841530
121,Farmácia Leonel Pinheiro,,ChIJHchHL6EzGQ0R19CTmMatzlk,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 797 0324,,4.8,16.0,"R. Dona Filipa de Vilhena 9C, Lisboa",38.7385365,-9.1424692,https://maps.google.com/?cid=6471300783052935383
122,Farmácia Dalva,,ChIJbXvfmAozGQ0RmIbmVti-WgI,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 353 9865,https://www.facebook.com/farmaciadalva/,4.3,13.0,"Av. Duque de Ávila 125, Lisboa",38.735008,-9.1459298,https://maps.google.com/?cid=169657772359976600
123,Farmacia,,ChIJ014BpQszGQ0RSGDW2Z__Zg4,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 943 1423,https://www.facebook.com/FarmaciaPauladeCampos,0.0,0.0,"Av. Marquês de Tomar 22, Lisboa",38.7364545,-9.14923,https://maps.google.com/?cid=7599681087800305936
124,Farmácia Berne,,ChIJo1OOfA4zGQ0RnTuotrBiqIc,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 797 3568,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=00744,3.7,29.0,"Av. de Berna 44 A, Lisboa",38.7386983,-9.1542317,https://maps.google.com/?cid=9775171502325906333
125,Farmácias Portuguesas,,ChIJc8_T9K8zGQ0R6nZ2PCepRy4,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 354 6490,,0.0,0.0,"Praça Afrânio Peixoto 2B, Lisboa",38.74498,-9.1358113,https://maps.google.com/?cid=17080593175146459722
126,Farmácia Apolo 70,,ChIJCQdcXwgzGQ0Rf4tx2hIL1ds,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 964 644 222,http://www.farmaciaapolo70.pt/,4.1,25.0,"Av. António Serpa 25B, Lisboa",38.7429583,-9.1485583,https://maps.google.com/?cid=15840579439947778943
127,Farmácia Avenida das Forças Armadas,,ChIJg4VHfWQzGQ0RlWeMnJtIG98,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 910 039 185,https://www.facebook.com/FarmaciaAvForcasArmadas,4.3,12.0,"Av. das Forças Armadas 107C, Lisboa",38.7469939,-9.1556459,https://maps.google.com/?cid=16076523128012695445
128,Farmácia Lusitana,,ChIJk7PR7KUzGQ0R4wAbTJc5gr8,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 227 7959,,4.5,6.0,"Av. de Roma 18A, Lisboa",38.7437172,-9.1387286,https://maps.google.com/?cid=8432851615928449549
129,Farmácia Gasparinho, Sociedade Unipessoal Lda.,ChIJtwkl-K4zGQ0R0pfFJ2dLnpk,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 840 9156,,0.0,0.0,"R. Dr. Gama Barros 54A, Lisboa",38.7478023,-9.1375082,https://maps.google.com/?cid=11069367840544233426
130,Farmácia Correia De Azevedo , Unipessoal Lda.,ChIJV_K1XwkzGQ0RZBUyS5ZpC-8,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 363 8625,,0.0,0.0,"Av. Marquês de Tomar 94 3º Esqº, Lisboa",38.7386379,-9.1498151,https://maps.google.com/?cid=17224977294036178276
131,Alquifarma , Comércio De Produtos Farmacêuticos E Naturais,ChIJvUZBDwgzGQ0RbSsYHqqJj5g,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 000 8144,,0.0,0.0,"Campo Pequeno 2, Lisboa",38.743592,-9.1464368,https://maps.google.com/?cid=10993156579177016173
132,Well's,,ChIJ4ej_3gYzGQ0RfFdRJrc3mm0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 912 229 584,https://m.facebook.com/MorePharma/,3.8,12.0,"Campo Grande Nº 1 A, Lisboa",38.7479497,-9.1486988,https://maps.google.com/?cid=11749750858707462484
133,Farmácia Holon Campo Grande,,ChIJfcwpuOQyGQ0RLWZyXeqTGO4,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 600 8371,https://www.farmaciasholon.pt/,4.3,58.0,"Campo Grande 414 B, Lisboa",38.7601854,-9.1573199,https://maps.google.com/?cid=17156625415267313197
134,Farmácia Holon Morais Soares,,ChIJN70osZczGQ0RE3gRZcfrdDM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 815 0170,http://www.farmaciasholon.pt/,3.5,15.0,"R. Morais Soares 111, Lisboa",38.7330216,-9.1322819,https://maps.google.com/?cid=3707847634859423763
135,Well´s,,ChIJ0-woPqgzGQ0Ry8pWy469kII,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 013 1265,https://www.continente.pt/stores/wells/pt-pt/public/Pages/homepage.aspx,0.0,0.0,"Rua, Av. Praia da Vitória 7 A 9, Lisboa",38.7340419,-9.1421305,https://maps.google.com/?cid=3101049849887154462
136,Well's,,ChIJOTQS4a8zGQ0RU0z6pxUyOsE,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 912 229 584,https://m.facebook.com/MorePharma/,4.7,6.0,"Avenida 5 de Outubro 137 A - B, Lisboa",38.7397745,-9.1486345,https://maps.google.com/?cid=11749750858707462484
137,Farmácia Central de Telheiras,,ChIJkSLyUuYyGQ0RZ6znkevTPe0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 887 2060,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=09920,3.7,18.0,"R. Prof. Eduardo Araújo Coelho Loja 5A B, Lisboa",38.7611358,-9.1649472,https://maps.google.com/?cid=17095052769286925415
138,Farmácia Várzea,,ChIJldZFiuAyGQ0RDqIeLsquNgY,"['pharmacy', 'doctor', 'veterinary_care', 'health', 'point_of_interest', 'store', 'establishment']",+351 918 796 747,https://www.facebook.com/farmaciavarzea/,4.2,27.0,"R. Tomás da Fonseca 44, Lisboa",38.7554027,-9.1665798,https://maps.google.com/?cid=447737396350329358
139,Progress Telheiras Pharmacy (Pharmacy Quejas),,ChIJI7t5Ad0yGQ0Rs1AY7Z58dY0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 758 4144,https://www.farmaciasprogresso.pt/,3.6,17.0,"R. Prof. Francisco Gentil 36, Lisboa",38.7606123,-9.1701158,https://maps.google.com/?cid=10193190353647456435
140,Farmácia G. Silva,,ChIJzSlHg7gzGQ0RduBGBs7pZFU,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 797 1873,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=19313,2.7,6.0,"R. da Beneficência 235C, Lisboa",38.7447546,-9.1586508,https://maps.google.com/?cid=6153300061972783222
141,Farmácia Douro,,ChIJr_HbVeUyGQ0RkHfym-UpN50,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 754 1092,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=12343,4.7,6.0,"Alameda das Linhas de Torres 93A B, Lisboa",38.7634909,-9.1570391,https://maps.google.com/?cid=11328569453814380432
142,Farmácia Matos Viegas,,ChIJdbMq3e4yGQ0R_RdSbjsZB14,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 757 4476,,4.0,3.0,"Av. Rainha Dona Amélia 34B, Lisboa",38.7669218,-9.1610819,https://maps.google.com/?cid=6775411907446839293
143,Farmácia Lambert,,ChIJYfM9XvoyGQ0RSMJm0EWJWfs,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 757 9628,https://www.facebook.com/Farm.lambert/,4.4,14.0,"R. Pedro Bandeira 2, Lisboa",38.7628023,-9.1536597,https://maps.google.com/?cid=18111658309389304392
144,Farmácia Sete Rios,,ChIJtQ9aXSIzGQ0Re-NhgIRjdLk,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 727 2082,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=10120,4.1,21.0,"Estrada das Laranjeiras 202B, Lisboa",38.7453374,-9.1691306,https://maps.google.com/?cid=13363415415055836027
145,Farmácia,,ChIJgdRcw-4yGQ0ReA4vahZ6v5Q,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 886 9831,,0.0,0.0,"Av. Rainha Dona Amélia 34B, Lisboa",38.766891,-9.1610491,https://maps.google.com/?cid=6044545614090593906
146,Farmácia Alegria,,ChIJURHMlyQzGQ0R8Wt6rBIn1hw,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 778 0511,,3.9,18.0,"Estr. de Benfica 180A B, Lisboa",38.7431081,-9.1739258,https://maps.google.com/?cid=2077891239234661361
147,Farmácia Almofariz, Unipessoal Lda,ChIJT_A5YNsyGQ0RFc2TL7mEu2g,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 712 5240,,0.0,0.0,"R. Prof. Simões Raposo 14A, Lisboa",38.7611884,-9.1733607,https://maps.google.com/?cid=7546771531491429653
148,Farmácia Bruxellas,,ChIJYQUuBCEzGQ0R9JH5_vdp744,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 721 0561,http://bruxellaslsb.farmaciasportuguesas.pt/,3.3,15.0,"R. Manuel da Silva Leal 11 B, Lisboa",38.74946000000001,-9.1709803,https://maps.google.com/?cid=10299567386675220980
149,Farmácia Dos Capuchos, Unipessoal Lda.,ChIJi9yN6SAzGQ0R467906w_uRY,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 355 1001,,0.0,0.0,"R. Abranches Ferrão 8, Lisboa",38.7506669,-9.1718451,https://maps.google.com/?cid=1637409951049428707
150,Well´s,,ChIJ8R1zCt0yGQ0RHmFNjWgkCSs,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 013 1265,https://www.continente.pt/stores/wells/pt-pt/public/Pages/homepage.aspx,3.8,9.0,"R. Prof. Francisco Gentil N. 35 Lj A, Lisboa",38.7603522,-9.1693938,https://maps.google.com/?cid=3101049849887154462
151,Farmácia Alta de Lisboa,,ChIJfeppGvEyGQ0RGCBwukErOK4,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 754 2650,https://www.farmaciasportuguesas.pt/catalogo/ficha-farmacia?code=14532,4.8,20.0,"R. António Lopes Ribeiro 6A, Lisboa",38.7674336,-9.1530053,https://maps.google.com/?cid=12553831522596036632
152,Farmácia da Luz,,ChIJ6wRPx9gyGQ0RKE2cld98aSM,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",+351 21 721 0990,http://www.farmaciadaluz.pt/,4.2,83.0,"Estrada da Luz 128A, Lisboa",38.75348109999999,-9.1743064,https://maps.google.com/?cid=2551707963611696424
